project_id;Source;Project Name;Entities;Capture or Storage Details;Country;Location;State;Sector Classification;Sector Description;Subsector Classification;Subsector Description;Approx. Latitude;Approx. Longitude;Onshore/Offshore;Capacity (Metric Tons Per Annum);Storage Classification;Storage Description;Year Announced;Year Operational;Status;Notes;Month Announced;Reference;Capture Lead Company;Storage Lead Company;Transport Operator;Storage Capacity (Mt total);Funding Source;Funding Amount (EUR M);EU Funding Program;FID Date;Project Website;approximate_location;source
NL-001;CATF;RWE Amer Power Plant;RWE;Capture from biomass power generation;Netherlands;Amer, Netherlands;;Heat and Power;Heat and Power;Biomass;Biomass;51.7070069117212;4.84622667506988;Onshore;3000000;Unknown;Unknown;2022;;In Development;;;https://benelux.rwe.com/en/press/2022-12-13-rwe-launches-project-for-large-scale-capture-and-storage-of-co/;;;;;;;;;;;CATF
NL-002;CATF;RWE Eemshaven Power Plant;RWE;Capture from biomass power generation;Netherlands;Eemshaven, Netherlands;;Heat and Power;Heat and Power;Biomass;Biomass;53.4388664755236;6.86169728905443;Onshore;8000000;Unknown;Unknown;2022;;In Development;*PCI candidate;;https://benelux.rwe.com/en/press/2022-12-13-rwe-launches-project-for-large-scale-capture-and-storage-of-co/;;;;;;;;;;;CATF
NL-003;CATF;Air Liquide Rotterdam Capture;Air Liquide;"Post-combustion CO₂ capture at hydrogen plant in Botlek/Rotterdam; CO₂ sent to Porthos offshore storage";Netherlands;Botlek, Netherlands;;Industrial;Industrial;Hydrogen;Hydrogen;51.885;4.302;Onshore;500000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2023;2026;In Development;Part of Porthos cluster, decarbonises existing H₂ plant;;https://www.airliquide.com/group/press-releases-news/2023-12-19/air-liquide-build-world-scale-co2-capture-unit-contribute-rotterdams-industrial-basin;;;;;;;;;;;CATF
NL-004;CATF;Air Product Botlek ;Air Products;CO₂ capture from Air Products’ hydrogen production plant in the Botlek industrial area (Rotterdam). Captured CO₂ will be transported via the Porthos pipeline and stored in depleted gas fields under the North Sea;Netherlands;Botlek, Netherlands;;Industrial;Industrial;Hydrogen;Hydrogen;51.87;4.3;Onshore;400000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2023;2026;In Development;Part of Porthos cluster;;https://www.airproducts.com/company/news-center/2023/11/1106-air-products-blue-hydrogen-plant-europe-and-exxonmobil-long-term-agreement;;;;;;;;;;;CATF
NL-005;CATF;Rotterdam Blue Hydrogen;Onyx Power;Production of blue hydrogen with a capacity of 1,200 MW and a production of approximately 300 kiloton per annum. Storage in depleted offshore gas fields.;Netherlands;Rotterdam, Netherlands;;Industrial;Industrial;Hydrogen;Hydrogen;51.9443278976891;4.0725755832422;Onshore;2500000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2023;;In Development;"Environmental impact assessment being conducted.
";April;https://www.portofrotterdam.com/en/news-and-press-releases/onyx-plans-to-build-plant-for-blue-hydrogen;;;;;;;;;;;CATF
NL-006;CATF;H-Vision;Air Liquide, BP, Shell, Deltalinqs, EBN, Equinor, GasTErra, Gasunie, Linde, OCI Nitrogen, TAQA, TNO Uniper, Vopak, Port of Rotterdam. ;ATR hydrogen production plant with CCS facilities.;Netherlands;Port of Rotterdam, Netherlands;;Industrial;Industrial;Hydrogen;Hydrogen for local industry;51.8496;4.24526;Onshore;1300000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2019;;In Development;Project will require a combination of public and private financing to realize. Funding is being discussed by project collaborators and Dutch government.;;https://www.deltalinqs.nl/h-vision-en;;;;;;;;;;;CATF
NL-007;CATF;H2morrow ;Equinor, OGE, ThyssenKrupp;Storage at Northern Lights or Porthos being evaluated;Netherlands;Eemshaven, Netherlands;;Industrial;Industrial;Hydrogen;Hydrogen for steel and other industry;53.453804570717;6.80543881493645;Onshore;1900000;Unknown;Unknown;2019;;In Development;H2morrow steel concludes feasibility study, project partners to continue cooperation: supply of Duisburg steel mill with blue hydrogen technically possible, but clarification of political and regulatory framework required;;https://www.thyssenkrupp.com/en/newsroom/press-releases/pressdetailpage/h2morrow-steel-concludes-feasibility-study--project-partners-to-continue-cooperation--supply-of-duisburg-steel-mill-with-blue-hydrogen-technically-possible--but-clarification-of-political-and-regulatory-framework-required-93593;;;;;;;;;;;CATF
NL-008;CATF;Vlissingen Cryocap FG;Air Liquide, TotalEnergies, Lukoil;Hydrogen production at a refinery (part of Carbon Connect Delta);Netherlands;Vlissingen, Netherlands;;Industrial;Industrial;Hydrogen;Hydrogen production for refinery;51.4885;3.72838;Onshore;800000;Unknown;Unknown;2021;;In Development;As part of the agreement, Air Liquide will provide the Licence, Process Design Package and technical services for a Cryocap FG plant;;https://www.bunkerspot.com/europe/53381-europe-air-liquide-and-zeeland-refinery-team-up-on-carbon-capture;;;;;;;;;;;CATF
NL-009;CATF;H2-Gateway;EBN, Gasunie, NAM, Port of Den Helder, New Energy Coalition;CO₂ capture from blue hydrogen production with storage in empty gas fields in North Sea;Netherlands;Den Helder, Netherlands;;Industrial;Industrial;Hydrogen;Hydrogen;52.9625702498399;4.79460282620526;Onshore;200000;Depleted Oil or Gas Reservoir;Gas Reservoir;2020;;In Development;FEED-study (2020–2027);;https://topsectorenergie.nl/documents/99/TKI_Nieuw_Gas-Overview_Hydrogen_projects_in_the_Netherlands_-_version_-_220627.pdf;;;;;;;;;;;CATF
NL-010;CATF;Shell Pernis CCS;Shell;Shell’s Pernis oil refinery in Rotterdam. The project will capture CO₂ from existing hydrogen and gasification units and route it via the Porthos;Netherlands;Pernis, Netherlands ;;Industrial;Industrial;Other Subsector;Oil refinery;51.878468;4.348144;Onshore;1150000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2022;;In Development;Part of Porthos cluster;;https://cdn.decarbonisationtechnology.com/data/articles/file/80-sheGBPGBP-pernis-decarbonisation-transformation.pdf;;;;;;;;;;;CATF
NL-011;CATF;ExxonMobil Botlek CCS;ExxonMobil;CO₂ capture from the ExxonMobil refinery and hydrogen units in the Botlek industrial area (Rotterdam). The captured CO₂ will be compressed and transported via the Porthos CO₂ pipeline network to offshore storage in depleted gas fields beneath the North Sea;Netherlands;Botlek, Netherlands;;Industrial;Industrial;Other Subsector;Oil refinery;51.870774;4.301851;Onshore;Unknown;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;;;Planned;Part of Porthos cluster;;https://ieaghg.org/news/ieaghg-visit-to-exxonmobil-and-porthos-co2-transport-storage-project/;;;;;;;;;;;CATF
NL-012;CATF;Yara Sluiskil;Yara, Northern Lights;Capture from ammonia and fertiliser plant and storage at Northern Lights;Netherlands;Terneuzen, Netherlands;;Industrial;Industrial;Other Subsector;Fertilisers;51.272101;3.849727;Onshore;800000;Dedicated Saline Storage;Dedicated Saline Storage;2022;;In Development;;;https://www.yara.com/news-and-media/news/archive/news-2022/major-milestone-for-decarbonising-europe/;;;;;;;;;;;CATF
NL-013;CATF;Porthos Storage;Port of Rotterdam, EBN, Gasunie;P18 Offshore Gas Fields (P18-2, P18-4, P18-6);Netherlands;Netherlands;;Storage;Storage;Storage;Storage;52.127;3.956;Offshore;2500000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2019;2026;Under Construction;37 Mt total capacity;;https://www.porthosco2.nl/en/;;;;;;;;;;;CATF
NL-014;CATF;Aramis Launch Stores;Total, Shell, EBN, Gasunie;"A CO2 transport and storage service linking Rotterdam to offshore depleted gas fields. First phase of Aramis storage; ~5 Mtpa injection into depleted offshore gas fields (split Shell/Total)";Netherlands;Netherlands;;Storage;Storage;Storage;Storage;53.269444;3.6275;Offshore;5000000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2019;2028;In Development;"Part of Aramis CCS Phase 1; “Launch Stores” provide ~15 years storage for captured CO₂ from Rotterdam/Eemshaven/EU industrial sources";;https://www.aramislaunchstores.com/;;;;;;;;;;;CATF
NL-015;CATF;L10 Area;Eni;Storage project;Netherlands;Netherlands;;Storage;Storage;Storage;Storage;53.403889;4.201944;Offshore;5000000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2022;;In Development;;;https://www.neptuneenergy.com/esg/l10-area-ccs-development;;;;;;;;;;;CATF
NL-016;CATF;Eemshaven Port Terminal (NoordKaap);"Cape Omega, Neptune Energy
";CO2 collection and export hub;Netherlands;Eemshaven, Netherlands;;Industrial;Industrial;Transport Hub;CO2 Export terminal;53.4555353187389;6.83521944338752;Onshore;12000000;Unknown;Unknown;2022;;In Development;Part of NoordKaap project (phase 1), offshore storage in Dutch and Norwegian continental shelfs;December;*PCI candidate list;;;;;;;;;;;CATF
NL-017;CATF;CO₂next (Maasvlakte);Gasunie, Vopak, Shell, TotalEnergies;Receives CO₂ by ship/pipeline, buffers & compresses for offshore storage. Storage Aramis;Netherlands;Port of Rotterdam, Netherlands;;Industrial;Industrial;Transport Hub;CO₂ Import Terminal;51.964597;4.098754;Onshore;5400000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2020;;In Development;part of EU PCI list;May;https://www.vopak.com/newsroom/news/news-co2next-project-achieves-important-milestones-developing-crucial-co2?language_content_entity=en&utm_source=chatgpt.com;;;;;;;;;;;CATF
NL-018;CATF;AEB Amsterdam;AEB, Gementee Amsterdam;Capture from waste-to-energy plant;Netherlands;Amsterdam, Netherlands;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy ;52.4012359802908;4.7966388340175;Onshore;450000;Unknown;Unknown;2022;;In Development;Awarded SDE++ subsidy for a maximum annual amount of 80 million euros in averted CO2 emissions.;;https://www.aebamsterdam.com/technology/;;;;;;;;;;;CATF
NL-019;CATF;Attero BECCS Project;Attero;"BECCS solution capturing CO₂ from waste-to-energy facilities in Moerdijk; CO₂ is liquefied, transported by ship to the CO₂next terminal at Maasvlakte, then piped to depleted gas fields beneath the North Sea for permanent storage with certified removal credits to be issued for biogenic share";Netherlands;Moerdijk, Netherlands;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;51.683010411502;4.57990529783673;Onshore;Unknown;Depleted Oil or Gas Reservoir;Gas Reservoir;2024;2029;In Development;Selected by SDE++, plannign to put carbon removal credits on sale in 2029;;https://www.attero.nl/en/purchasing-products/energy-and-co2/carbon-dioxide-removal-certificates/;;;;;;;;;;;CATF
NL-020;CATF;Alkmaar Wte;HVC;Capture 50,000 tpa CO₂ from EfW plant’s fourth line and/or biomass-fired facility. Currently operating small scale pilot capture at facility supported by government grant. ;Netherlands;Alkmaar, Netherlands;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;52.6099022199137;4.76207773252893;Onshore;50000;Unknown;Unknown;2022;;In Development;SDE++ Applicant;;https://www.endswasteandbioenergy.com/article/1802553/hvc-plans-carbon-capture-alkmaar-efw-and-or-biomass-fired-plants;;;;;;;;;;;CATF
NO-001;CATF;Brevik CCS;HeidelbergCement;Mou with FLSmidth to coordinate on capture ;Norway;Brevik, Norway;;Industrial;Industrial;Cement;Cement ;59.06071;9.6905;Onshore;400000;Dedicated Saline Storage;Dedicated Saline Storage;2016;;Under Construction;Norwegian Government support as part of Northern Lights. ;;https://www.heidelbergcement.com/en/pr-15-12-2020;;;;;;;;;;;CATF
NO-002;CATF;CarbonCapture Holla;Wacker Chemie, Aker Carbon Capture;d CO2 capture from silicon production, A pilot test achieved over 95% capture rates using amine scrubbing. An engineering feasibility study is underway for a plant that could capture 180,000 metric tons of CO2 annually, potentially for reuse in e-fuels or methanol synthesis, or for storage ;Norway;Holla, Norway;;Industrial;Industrial;Chemical ;Silicon;63.3162787776207;9.14213492344021;Onshore;180000;Unknown;Unknown;2024;;In Development;;;https://www.wacker.com/cms/media/en/documents/pressrelease-pdf/pm2024/24_carboncapture.pdf;;;;;;;;;;;CATF
NO-003;CATF;Mongstad Industrial Transformation project;Equinor, Aker Solutions;Feasibility study for carbon capture and blue hydrogen at existing refinery.;Norway;Mongstad, Norway;;Industrial;Industrial;Hydrogen;Hydrogen, oil refinery;60.8043938525423;5.04132833504395;Onshore;Unknown;Unknown;Unknown;2024;;In Development;Feasibility study;February;https://www.offshore-mag.com/energy-transition/article/14305168/aker-solutions-equinor-considers-carbon-capture-development-at-mongstad;;;;;;;;;;;CATF
NO-004;CATF;Barents Blue;Horisont Energi, Baker Hughes, Equinor;Production of ammonia from natural gas;Norway;Hammerfest, Norway;;Industrial;Industrial;Hydrogen;Ammonia for fuel;70.479599;24.262541;Onshore;2000000;Dedicated Saline Storage;Dedicated Saline Storage;2021;;In Development;;;https://www.horisontenergi.no/horisont-energi-equinor-and-var-energi-enter-cooperation-agreement-for-barents-blue-ammonia-plant/;;;;;;;;;;;CATF
NO-005;CATF;CO2 Hub-Nord;Elkem and partners;Ferro-silicon, silicon, ferro-manganese, aluminium, lime, cement and steel products;Norway;Nordland, Norway;;Industrial;Industrial;Other Subsector;Ferroalloys, silicon, aluminium, lime, cement and steel;66.31127;14.16336;Onshore;1500000;Unknown;CO2-to-methanol/geological storage;2021;;In Development;;;https://climit.no/en/project/co2-hub-nordland/;;;;;;;;;;;CATF
NO-006;CATF;Sleipner;Equinor ;Natural gas processing and offshore storage;Norway;Norway;;Industrial;Industrial;Other Subsector;Natural gas processing;58.2353;1.37829;Offshore;1000000;Dedicated Saline Storage;Dedicated Saline Storage;;1996;Operational;Since 1996, the Sleipner field has been used as a facility for carbon capture and storage by Equinor as operator and a group of partnering companies. This is the longest ongoing project on CO2 storage in the world. Each year about 1 million tonnes CO2 from the natural gas is captured and stored at Sleipner. This has provided unique insight into what happens with carbon stored in the underground over longer periods of time.;;https://www.equinor.com/en/news/2019-06-12-sleipner-co2-storage-data.html;;;;;;;;;;;CATF
NO-007;CATF;Snohvit;Equinor;Natural gas processing and offshore storage;Norway;Norway;;Industrial;Industrial;Other Subsector;Natural gas processing;71.41762;21.04991;Offshore;700000;Dedicated Saline Storage;Dedicated Saline Storage;;2008;Operational;;;https://www.equinor.com/en/what-we-do/carbon-capture-and-storage.html;;;;;;;;;;;CATF
NO-008;CATF;Trudvang Storage Project;Sval, Storegga, Neptune energy;Capture of CO2 by multiple industrial emitters in Northern Europe and the UK to onshore receiving terminal for offshore storage;Norway;Norway;;Storage;Storage;Storage;Storage;58.35;1.9;Offshore;9000000;Dedicated Saline Storage;Dedicated Saline Storage;2023;;In Development;Applied for storage license;February;https://www.oedigital.com/news/503196-sval-partners-with-storegga-and-neptune-for-trudvang-offshore-co2-storage-project;;;;;;;;;;;CATF
NO-009;CATF;Havstjerne Storage Project;Wintershall Dea, Altera;Offshore storage in Norwegian North Sea with CO2 collected from emitters around Europe;Norway;Norway;;Storage;Storage;Storage;Storage;57.7941538476207;4.63627711916279;Offshore;7000000;Dedicated Saline Storage;Dedicated Saline Storage;2023;;In Development;" 
 	
Storage license awarded
";March;https://www.offshore-energy.biz/four-out-of-six-companies-awarded-co2-storage-licenses-offshore-norway/;;;;;;;;;;;CATF
NO-010;CATF;Poseidon Storage Project;BP, OMV Norge, Höegh LNG;Offshore storage in Norwegian North Sea, collection of co2 from ultiple emitters in NW Europe, including Borealis’ industrial sites in Europe. ;Norway;Norway;;Storage;Storage;Storage;Storage;57.7160408669793;4.96381415362193;Offshore;5000000;Dedicated Saline Storage;Dedicated Saline Storage;2023;;In Development;Storage license awarded;March;https://akerbp.com/en/borsmelding/aker-bp-and-omv-awarded-licence-for-co2-storage-2/;;;;;;;;;;;CATF
NO-011;CATF;Luna;Wintershall Dea;Storage in the Norwegian North Sea;Norway;Norway;;Storage;Storage;Storage;Storage;60.458351;3.162822;Offshore;5000000;Dedicated Saline Storage;Dedicated Saline Storage;2022;;In Development;Licence awarded;;https://wintershalldea.com/en/newsroom/wintershall-dea-awarded-its-first-co2-licence-norway;;;;;;;;;;;CATF
NO-012;CATF;Northern Lights;Shell, Total, Equinor, Northern Lights JV DA, Climeworks;Multiple industrial CO2 sources , including Norcem, Fortum Oslo Varme, Borg Cluster, DMX. Northern Lights indicated in September 2024 that it would begin operations in 2025 at 1.5 MTPA;Norway;Øygarden, Norway;;Storage;Storage;Storage;CO2 Import terminal ;60.54017;4.88833;Onshore;5000000;Dedicated Saline Storage;Dedicated Saline Storage;2016;;Under Construction;The project budget (P50) for the realisation of Hafslund Celsio’s carbon capture facility is set at NOK 8.3 billion (2024-value). The maximum cost budget (P85) is set at NOK 9.5 billion (2024-value). Through the support agreement, the Norwegian government will provide NOK 2.5 billion in investment support (Capex). Additionally, there will be support for operations, transport, and storage over ten years. Oslo municipality will invest NOK 2.6 billion directly through preference shares in Hafslund Celsio, while Hafslund Celsio will invest NOK 4.3 billion. The cost budget has increased by approximately NOK 2.1 billion (2022 kroner) since the project began in 2022, but the project has reduced costs by approximately NOK 1 billion since entering a cost-reduction phase in April 2023. ;;https://northernlightsccs.com/en/about;;;;;;;;;;;CATF
NO-013;CATF;Polaris Carbon Storage Project;Horisont Energi, Baker Hughes, Equinor;Large-scale carbon storage project in the Barents Sea;Norway;Barents Sea, Norway;;Storage;Storage;Storage;Storage;71.816667;24.933333;Offshore;6000000;Dedicated Saline Storage;Dedicated Saline Storage;2021;;In Development;;;https://www.horisontenergi.no/carbon-storage/;;;;;;;;;;;CATF
NO-014;CATF;Smeaheia;Equinor;Storage in the Norwegian North Sea;Norway;Norway;;Storage;Storage;Storage;Storage;60.652963;4.077951;Offshore;10000000;Dedicated Saline Storage;Dedicated Saline Storage;2022;;In Development;Licence awarded;;https://www.equinor.com/news/archive/20220405-awarded-smeaheia-polaris-co2-licenses;;;;;;;;;;;CATF
NO-015;CATF;Borg CO2;Borg Havn, FREVAR KF, NORSUS, Kvitebjørn Bio-El, Fortum Oslo Varme, EGE Oslo, Stormkast Utvikling, Equinor, IFE, CO2 Capsol, Borregaard, Acinor, Compact Carbon Capture, Biobe, Norske Skog Saugbrugs, Østfold Energi, Geminor and Sarpsborg Avfallsenergi;Capture from industrial sources for export from the port of Frederikstad;Norway;Fredrikstad, Sarpborg, Halden, Norway;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-energy, biomass heat and power, biorefining;59.18333;10.96666;Onshore;630000;Unknown;Unknown;2021;;In Development;;;https://northernlightsccs.com/news/collaboration-with-borg-co2-on-carbon-capture-and-storage/;;;;;;;;;;;CATF
NO-016;CATF;Klemetsrud WtE;Hafslund Oslo Celsio;Storage via Northern Lights;Norway;Oslo, Norway;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;59.92251;10.68319;Onshore;350000;Dedicated Saline Storage;Dedicated Saline Storage;2016;2029;Under Construction;FID taken in Jan 2025, expected to be operational in Q3 of 2029;;https://kommunikasjon.ntb.no/pressemelding/18397537/carbon-capture-in-oslo-becomes-a-reality?publisherId=17848223&lang=en;;;;;;;;;;;CATF
NO-017;CATF;Lyse Energigjenvinning;Aker Carbon Capture, Lyse, Forus Energi;Capture from waste-to-energy;Norway;Sandnes, Norway;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;58.88333;5.69923;Onshore;100000;Unknown;Unknown;2021;;In Development;;;https://news.cision.com/aker-carbon-capture-as/r/aker-carbon-capture-signs-mou-with-lyse-and-forus-energi-to-explore-ccs-opportunities-in-southwest-n,c3296953;;;;;;;;;;;CATF
NO-018;CATF;Statkraft Heimdal (Trondheim);Statkraft ;Capture from waste-to-energy, liquid CO2 will be transported by truck to an export terminal with subsequent ship transport to permanent storage.;Norway;Trondheim, Norway;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;63.39875;10.39618;Onshore;220000;Unknown;Unknown;2020;;In Development;;;https://www.gasworld.com/story/aker-carbon-capture-awarded-pre-feed-for-waste-to-energy-plant/2136789.article/;;;;;;;;;;;CATF
NO-019;CATF;Kvitebjorn Varme Tromso;Kvitebjorn;Capture from waste-to-energy plant;Norway;Tromso, Norway;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;69.709129;19.014855;Onshore;100000;Dedicated Saline Storage;Dedicated Saline Storage;2024;2030;In Development;;;;;;;;;;;;;;CATF
NO-020;Manual;ENCASE;"IFE; OTECHOS; TU Delft; UCL; Open University; OGM; UTC; INERIS; Politecnico di Milano; LEAP; ALPHA; GREENTECH; WUT; CIGNUS; Shell; Equinor; SLB; EBN; TNO; TUV Sud; BP";"Research infrastructure for CO2 transport and injection; multiphase CO2 flow measurement; thermodynamic properties of CO2 mixtures; pipeline transient behaviour";Multi-country (NO, NL, GB, FR, IT, PL);Multi-site (European);;;European research network for CO2 transport and injection research infrastructures;;CO2 transport and injection research infrastructure;;;Unknown;Unknown;;;;;Research;"EU Horizon Europe project (grant No. 101094664); 20 partners across 6+ countries; focuses on CO2 transport and injection research infrastructures including flow measurement, thermodynamic properties, and pipeline behaviour; coordinator: IFE (Norway)";;https://www.encase-eu.com/;IFE;;;;EU / Horizon Europe;;Horizon Europe;;;;
PL-001;CATF;Go4ECOPlanet;Lafarge Cement;Capture from cement plant, using cryocap technology and transport to export terminal  ECO2CEE at Gdansk for offshore storage in a saline aquifer;Poland ;Poland;;Industrial;Industrial;Cement;Cement;52.838333;17.988974;Onshore;1020000;Dedicated Saline Storage;Dedicated Saline Storage;2022;;In Development;Selected by EU Innovation Fund;;https://ec.europa.eu/clima/system/files/2022-07/LSC2_List_of_pre-selected_projects_6.pdf;;;;;;;;;;;CATF
PL-002;CATF;Orlen Plock Refinery;Orlen;"Capture from crude oil refinery for CO2 export as part of ECO2CEE. In the middle of License and
Basic Design Package (BDP) bidding process for Carbon Capture Unit.";Poland ;Plock, Poland;;Industrial;Industrial;Other Subsector;Oil Refinery;52.5865788854768;19.6728668703157;Onshore;1000000;Dedicated Saline Storage;Dedicated Saline Storage;2023;;In Development;;September;https://www.energy.gov/sites/default/files/2023-08/8.%20ECO2CEE%20PKN%20ORLEN.pdf;;;;;;;;;;;CATF
PL-003;CATF;ECO2CEE;Air Liquide;CO2 export terminal;Poland ;Gdańsk, Poland;;Industrial;Industrial;Transport Hub;CO2 Export terminal;54.39976;18.69635;Onshore;9000000;Dedicated Saline Storage;Dedicated Saline Storage;2021;;In Development;Poland EU CCS interconnector has an ambition to establish an open access multi-modal CO2 Export Hub from Gdansk and its hinterland. The project objective is to connect the main industrial CO2 emitters in Gdańsk and hinterland to the CCS chain (under development in the North Sea) for permanent storage. he project is scheduled to transport 2.7M Ton of CO2 per year between 2025-2030 period reaching 8.7M Ton of CO2 between 2030-2035;;https://ec.europa.eu/energy/sites/default/files/detailed_information_regarding_the_candidate_projects_in_co2_network.pdf;;;;;;;;;;;CATF
RO-001;CATF;Fieni-Botești (Botesti storage site);OMV Petrom,Heidelberg Materials;"Store 0,6mtpa; depleted onshore gas reservoir";Romania;Fieni-Botești;;Storage;Storage;Storage;Storage ;45.012682;25.188854;Onshore;600000;Depleted Onshore Reservoir;Depleted Onshore Reservoir;;2029;Planned;The Fieni-Botești project is a major initiative in the field of geological CO₂ storage in Romania. It aims to store approximately 600,000 tons of CO₂ annually in a depleted onshore gas reservoir, with a total estimated capacity of more than 10 million tons;;https://climate.ec.europa.eu/document/download/0638a76f-46c4-473b-8735-20ee6659287f_en?filename=RO_NZIA_Art.21_2024_combined_PDF.pdf;;;;;;;;;;;CATF
RO-002;CATF;CARBON HUB CPT01;Holcim, Carmeuse ;Common capture plant from cement and lime plants. Probably Holcim’s Valea Marea Pravat (Campulung) plant and Carmeuse plant at the same site. No details of capture tech, but presumably post-combustion solvents given it’s a shared unit? Emissions are 1 Mtpa and 91 ktpa respectively. First large-scale onshore CO2 storage sitein Europe, using existing infrastructure. Romania Art 21 report says this project wants to do1.2 Mtpa, over several emitters.;Romania;Campulung, Romania;;Industrial;Industrial;Cement;Cement and Lime;45.291308;25.099062;Onshore;Unknown;Depleted Oil or Gas Reservoir;Depleted Oil or Gas Reservoir;2024;;Planned;IF24Call - Invited to grant agreement preparation. ;;https://www.caleaeuropeana.ro/carbon-hub-cpt01-romania-va-construi-primul-sit-de-stocare-onshore-a-co2-la-scara-larga-din-europa-cu-finantare-europeana-prin-fondul-pentru-inovare/;;;;;;;;;;;CATF
SE-001;CATF;BECCS @ STHLM ;Stockholm Exergi ;BECCS generating heat and power;Sweden;Stockholm, Sweden;;Heat and Power;Heat and Power;Biomass;Biomass;59.35286;18.1019;Onshore;800000;Unknown;Unknown;2019;;Under Construction;Selected by EU Innovation Fund;;https://www.stockholmexergi.se/minusutslapp/beccs/;;;;;;;;;;;CATF
SE-002;CATF;Växjö Energi CHP;Växjö Energi, Lund University;Capture from CHP facility, co2 to be transported via pipeline to depleted gas fields. ;Sweden;Växjö, Sweden;;Heat and Power;Heat and Power;Biomass;Biomass;56.8695586762493;14.8369021278664;Onshore;200000;Depleted Oil or Gas Reservoir;Depleted Gas Field;2021;2030;In Development;;;https://www.veab.se/foretag/fjarrvarme/Tillsammans-for-minusutslapp/;;;;;;;;;;;CATF
SE-003;CATF;Hedensbyn CCS;Skellefteå Kraft;The project aims to capture biogenic CO2 from a CHP plant, transport it to a coastal terminal, and then ship it for permanent geological storage;Sweden;Hedensbyn, Sweden;;Heat and Power;Heat and Power;Biomass;Biomass;64.7453;21.0425;Onshore;140000;Unknown;Unknown;2023;2027;In Development;;;https://www.norran.se/english/skelleftea/artikel/game-changer-skelleftea-krafts-carbon-capture-vision/jo2e728l;;;;;;;;;;;CATF
SE-004;CATF;Cementa Slite Plant;HeidelbergCement;Offshore storage;Sweden;Slite, Sweden;;Industrial;Industrial;Cement;Cement;57.715001;18.801591;Onshore;1800000;Unknown;Unknown;2021;;In Development;Planning at this site will draw from experience gained at Brevik site;;https://www.heidelbergcement.com/en/pr-02-06-2021;;;;;;;;;;;CATF
SE-005;CATF;Preem CCS;Equinor, Aker Solutions;Capture from oil refinery;Sweden;Lysekil, Sweden;;Industrial;Industrial;Other Subsector;Oil refinery;58.347329;11.423312;Onshore;500000;Dedicated Saline Storage;Dedicated Saline Storage;2020;;In Development;;;https://www.sintef.no/en/latest-news/2020/new-plaunch-of-swedens-largest-carbon-capture-and-storage-plantage/;;;;;;;;;;;CATF
SE-006;CATF;CinfraCap Terminal (Port of Gothenburg);Göteborg Energi, Preem, St1, Equinor, Perstorp, Nordion Energi;CO₂ export terminal with liquefaction & shipping;Sweden;Gothenburg, Sweden;;Industrial;Industrial;Transport Hub;CO2 Export terminal;57.694598;11.86513;Onshore;Unknown;Unknown;Unknown;2020;2027;In Development;Often linked with Northern Lights & Porthos;;https://www.porttechnology.org/news/stockholm-norvik-port-aims-to-become-ccs-node/;;;;;;;;;;;CATF
SE-007;CATF;Norvik CCS East (NICE Terminal);Stockholm Exergi, Ports of Stockholm, SE partners;CO₂ import/export terminal (planned 1–2 Mtpa);Sweden;Norvik Port, Nynäshamn, Sweden;;Industrial;Industrial;Transport Hub;CO2 Export terminal;58.908932;17.958126;Onshore;Unknown;Unknown;Unknown;2022;2030;In Development;Planned hub for East Sweden CCS exports;;https://www.portsofstockholm.com/;;;;;;;;;;;CATF
SE-008;CATF;Gärstaverket in Linköping energy-from-waste plant;Tekniska Verken, Capsol;Feasibility study for carbon capture at a waste-to-power facility.;Sweden;Linköping, Sweden;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;58.4389528807575;15.6530611262029;Onshore;250000;Unknown;Unknown;2024;;In Development;Feasibility study;February;https://www.industryandenergy.eu/ccus/capsol-technologies-secures-carbon-capture-deal-at-garstaverket/;;;;;;;;;;;CATF
